en,ur,en_len,ur_len
wherein i suffer trouble as an evil doer even unto bonds but the word of god is not bound,جس کے لئے میں بدکار کی طرح دکھ اٹھاتا ہوں یہاں تک کہ قید ہوں مگر خدا کا کلام قید نہیں ۔,19,22
therefore i endure all things for the elect s sakes that they may also obtain the salvation which is in christ jesus with eternal glory,اسی سبب سے میں برگزیدہ لوگوں کی خاطر سب کچھ سہتا ہوں تاکہ وہ بھی اس نجات کو جو مسیح یسوع میں ہے ابدی جلال سمیت حاصل کریں ۔,25,29
it is a faithful saying for if we be dead with him we shall also live with him,یہ بات سچ ہے کہ جب ہم اس کے ساتھ مر گئے تو اس کے ساتھ جئیں گے بھی ۔,18,20
if we suffer we shall also reign with him if we deny him he also will deny us,اگر ہم دکھ سہیں گے تو اس کے ساتھ بادشاہی بھی کریں گے ۔ اگر ہم اس کا انکار کریں گے تو وہ بھی ہمارا انکار کرے گا ۔,18,29
if we believe not yet he abideth faithful he cannot deny himself,اگر ہم بے وفا ہو جائیں گے تو بھی وہ وفادار رہے گا کیونکہ وہ آپ اپنا انکار نہیں کرسکتا ۔,12,21
of these things put them in remembrance charging them before the lord that they strive not about words to no profit but to the subverting of the hearers,یہ باتیں انہیں یاد دلا اور خداوند کے سامنے تاکید کر کہ لفظی تکرار نہ کریں جس سے کچھ حاصل نہیں بلکہ سننے والے بگڑ جاتے ہیں ۔,28,28
study to shew thyself approved unto god a workman that needeth not to be ashamed rightly dividing the word of truth,اپنے آپ کو خدا کے سامنے مقبول اور ایسے کام کرنے والے کی طرح پیش کرنے کی کوشش کر جس کو شرمندہ ہونا نہ پڑے اور جو حق کے کلام کو درستی سے کام میں لاتا ہو ۔,21,38
but shun profane and vain babblings for they will increase unto more ungodliness,لیکن بیہودہ بکواس سے پرہیز کر کیونکہ ایسے شخص اور بھی بے دینی میں ترقی کریں گے ۔,13,18
and their word will eat as doth a canker of whom is hymenaeus and philetus,اور ان کا کلام آکلہ کی طرح کھاتا چلا جائے گا ۔ ہمینیس اور فلیتس ان ہی میں سے ہیں ۔,15,21
who concerning the truth have erred saying that the resurrection is past already and overthrow the faith of some,وہ یہ کہہ کر کہ قیامت ہو چکی ہے حق سے گمراہ ہو گئے ہیں اور بعض کا ایمان بگاڑتے ہیں ۔,19,22
nevertheless the foundation of god standeth sure having this seal the lord knoweth them that are his and let every one that nameth the name of christ depart from iniquity,تو بھی خدا کی مضبوط بنیاد قائم رہتی ہے اور اس پر یہ مہر ہے کہ خداوند اپنوں کو پہچانتا ہے اور جو کوئی خداوند کا نام لیتا ہے ناراستی سے باز رہے ۔,30,34
but in a great house there are not only vessels of gold and of silver but also of wood and of earth and some to honour and some to dishonour,بڑے گھر میں نہ صرف سونے چاندی ہی کے برتن ہوتے ہیں بلکہ لکڑی اور مٹی کے بھی ۔ بعض عزت اور بعض ذلت کے لئے ۔,30,27
if a man therefore purge himself from these he shall be a vessel unto honour sanctified and meet for the master s use and prepared unto every good work,پس جو کوئی ان سے الگ ہوکر اپنی تئیں پاک کرے گا وہ عزت کا برتن اور مقدس بنے گا اور مالک کے کام کے لائق اور ہر نیک کام کے لئے تیار ہوگا ۔,29,35
flee also youthful lusts but follow righteousness faith charity peace with them that call on the lord out of a pure heart,جوانی کی خواہشوں سے بھاگ اور جو پاک دل کے ساتھ خداوند سے دعا کرتے ہیں ان کے ساتھ راستبازی اور ایمان اور محبت اور صلح کا طالب ہو ۔,22,30
but foolish and unlearned questions avoid knowing that they do gender strifes,لیکن بے وقوفی اور نادانی کی حجتوں سے کنارہ کر کیونکہ تو جانتا ہے کہ ان سے جھگڑے پیدا ہوتے ہیں ۔,12,22
and the servant of the lord must not strive but be gentle unto all men apt to teach patient,اور مناسب نہیں کہ خداوند کا بندہ جھگڑا کرے بلکہ سب کے ساتھ نرمی کرے اور تعلیم دینے کے لائق اور بردبار ہو ۔,19,24
in meekness instructing those that oppose themselves if god peradventure will give them repentance to the acknowledging of the truth,اور مخالفوں کو حلیمی سے تادیب کرے ۔ شاید خدا انہیں توبہ کی توفیق بخشے تاکہ وہ حق کو پہچانیں ۔,20,21
and that they may recover themselves out of the snare of the devil who are taken captive by him at his will,اور خداوند کے بندہ کے ہاتھ سے خدا کی مرضی کے اسیر ہوکر ابلیس کے پھندے سے چھوٹیں ۔,22,19
this know also that in the last days perilous times shall come,لیکن یہ جان رکھ کہ اخیر زمانہ میں برے دن آئیں گے ۔,12,13
for men shall be lovers of their own selves covetous boasters proud blasphemers disobedient to parents unthankful unholy,کیونکہ آدمی خودغرض ۔ زردوست ۔ شیخی باز ۔ مغرور ۔ بدگو ۔ ماں باپ کے نافرمان ۔ ناشکر ۔ ناپاک ۔,18,22
without natural affection trucebreakers false accusers incontinent fierce despisers of those that are good,طبعی محبت سے خالی ۔ سنگدل ۔ تہمت لگانے والے ۔ بے ضبط ۔ تندمزاج ۔ نیکی کے دشمن ۔,14,20
traitors heady highminded lovers of pleasures more than lovers of god,دغاباز ۔ ڈھیٹھ ۔ گھمنڈ کرنے والے ۔ خدا کی نسبت عش و عشرت کو زیادہ دوست رکھنے والے ہونگے ۔,11,21
having a form of godliness but denying the power thereof from such turn away,وہ دینداری کی وضع تو رکھیں گے مگر اس کے اثر کو قبول نہ کریں گے ۔ ایسوں سے بھی کنارہ کرنا ۔,14,23
for of this sort are they which creep into houses and lead captive silly women laden with sins led away with divers lusts,ان ہی میں سے وہ لوگ ہیں جو گھروں میں دبے پاؤں گھس آتے ہیں اور ان چھچھوری عورتوں کو قابو میں کر لیتے ہیں جو گناہوں میں دبی ہوئی ہیں اور طرح طرح کی خواہشوں کے بس میں ہیں ۔,23,41
ever learning and never able to come to the knowledge of the truth,اور ہمیشہ تعلیم پاتی رہتی ہیں مگر حق کی پہچان تک کبھی نہیں پہنچتیں ۔,13,15
but they shall proceed no further for their folly shall be manifest unto all men as theirs also was,مگر اس سے زیادہ نہ بڑھ سکیں گے اس واسطے کہ ان کی نادانی سب آدمیوں پر ظاہر ہو جائے گی جیسے ان کی بھی ہو گئی تھی ۔,19,29
but thou hast fully known my doctrine manner of life purpose faith longsuffering charity patience,لیکن تو نے تعلیم ۔ چال چلن ۔ ارادہ ۔ ایمان ۔ تحمل ۔ محبت ۔ صبر ۔ ستائے جانے اور دکھ اٹھانے میں میری پیروی کی ۔,15,28
persecutions afflictions which came unto me at antioch at iconium at lystra what persecutions i endured but out of them all the lord delivered me,یعنی ایسے دکھوں میں جو انطاکیہ اور اکنیم اور لسترہ میں مجھ پر پڑے اور اور دکھوں میں بھی جو میں نے اٹھائے ہیں مگر خداوند نے مجھے ان سب سے چھڑا لیا ۔,25,34
yea and all that will live godly in christ jesus shall suffer persecution,بلکہ جتنے مسیح یسوع میں دینداری کے ساتھ زندگی گذارنا چاہتے ہیں وہ سب ستائے جائیں گے ۔,13,18
but evil men and seducers shall wax worse and worse deceiving and being deceived,اور برے اور دھوکا باز آدمی فریب دیتے اور فریب کھاتے ہوئے بگڑتے چلے جائیں گے ۔,14,17
but continue thou in the things which thou hast learned and hast been assured of knowing of whom thou hast learned them,مگر تو ان باتوں پر جو تو نے سیکھی تھیں اور جن کا یقین تجھے دلایا گیا تھا یہ جان کر قائم رہ کہ تو نے انہیں کن لوگوں سے سیکھا تھا ۔,22,33
and that from a child thou hast known the holy scriptures which are able to make thee wise unto salvation through faith which is in christ jesus,اور تو بچپن سے ان پاک نوشتوں سے واقف ہے جو تجھے مسیح یسوع پر ایمان لانے سے نجات حاصل کرنے کے لئے دانائی بخش سکتے ہیں ۔,27,28
all scripture is given by inspiration of god and is profitable for doctrine for reproof for correction for instruction in righteousness,ہر ایک صحیفہ جو خدا کے الہام سے ہے تعلیم اور الزام اور اصلاح اور راستبازی میں تربیت کرنے کے لئے فائدہ مند بھی ہے ۔,21,26
